DT_NOTIFIC;SG_UF_NOT;ID_MUNICIP;BRANCA;PRETA;AMARELA;PARDA;INDIGENA;IGNORADO_RACA;MASCULINO;IGNORADO_SEXO;FEMININO;1TRIMESTRE;2TRIMESTRE;3TRIMESTRE;IDADE_GESTANTE_IGNORADA;NAO;NAO_APLICA;IGNORADO_GESTANTE;LABORATORIAL;CLINICO_EPIDEMIOLOGICO;CLINICO;IGNORADO
12/2017;MG;BELO HORIZONTE;1;1;2;0;0;4;4;0;4;0;0;0;0;3;4;1;3;0;5;0
12/2018;MG;BELO HORIZONTE;5;1;0;6;0;1;4;0;9;0;0;0;0;2;11;0;5;0;8;0
06/2013;MG;BELO VALE;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
07/2015;MG;BELO VALE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
02/2014;MG;BERTOPOLIS;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
01/2014;MG;BETIM;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0
03/2010;MG;BETIM;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2013;MG;BETIM;0;1;0;0;0;1;0;0;2;0;0;0;0;0;2;0;2;0;0;0
05/2010;MG;BETIM;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
05/2011;MG;BETIM;1;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;1;0;0
05/2013;MG;BETIM;0;0;0;2;0;1;0;0;3;0;0;0;0;0;3;0;2;1;0;0
05/2014;MG;BETIM;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2017;MG;BETIM;0;0;0;2;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0
05/2018;MG;BETIM;2;0;0;0;0;1;1;0;2;0;0;0;0;1;2;0;2;1;0;0
06/2009;MG;BETIM;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2013;MG;BETIM;2;0;0;0;0;3;2;0;3;0;0;0;0;1;3;1;3;2;0;0
06/2014;MG;BETIM;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2017;MG;BETIM;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
06/2018;MG;BETIM;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2009;MG;BETIM;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2013;MG;BETIM;1;0;0;1;0;1;1;0;2;0;0;0;0;0;2;1;2;0;1;0
07/2015;MG;BETIM;0;0;0;0;0;3;2;0;1;0;0;0;0;0;2;1;0;1;2;0
08/2009;MG;BETIM;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;1;1;1;0;0
08/2011;MG;BETIM;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2012;MG;BETIM;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2013;MG;BETIM;0;1;0;2;0;1;0;0;4;0;0;0;0;0;4;0;2;0;2;0
08/2015;MG;BETIM;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
08/2018;MG;BETIM;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
09/2009;MG;BETIM;0;0;0;2;0;3;3;0;2;0;0;0;0;3;2;0;4;1;0;0
09/2010;MG;BETIM;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2013;MG;BETIM;0;0;0;1;0;1;0;0;2;0;0;0;0;0;2;0;2;0;0;0
09/2018;MG;BETIM;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
10/2009;MG;BETIM;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
10/2013;MG;BETIM;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
11/2013;MG;BETIM;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
11/2017;MG;BETIM;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
12/2012;MG;BETIM;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
12/2013;MG;BETIM;0;0;0;0;0;2;2;0;0;0;0;0;1;0;1;0;1;0;1;0
08/2009;MG;BICAS;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;1
09/2009;MG;BICAS;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;2
09/2018;MG;BICAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
06/2017;MG;BOA ESPERANCA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;BOA ESPERANCA;1;0;0;1;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
07/2012;MG;BOCAIUVA;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2009;MG;BOM DESPACHO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
07/2013;MG;BOM DESPACHO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2014;MG;BOM DESPACHO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;BOM DESPACHO;2;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;1;0;0;1
08/2012;MG;BOM DESPACHO;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0
09/2009;MG;BOM DESPACHO;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;1
09/2010;MG;BOM DESPACHO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
11/2015;MG;BOM DESPACHO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
07/2009;MG;BOM SUCESSO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2009;MG;BOM SUCESSO;0;1;0;2;0;0;2;0;1;0;0;0;0;0;3;0;0;0;0;3
10/2009;MG;BORDA DA MATA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
07/2013;MG;BOTELHOS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2010;MG;BOTELHOS;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1
05/2017;MG;BRASILIA DE MINAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
06/2018;MG;BRASILIA DE MINAS;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
07/2017;MG;BRASILIA DE MINAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2018;MG;BRASILIA DE MINAS;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
08/2018;MG;BRASILIA DE MINAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
10/2017;MG;BRASILIA DE MINAS;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
09/2009;MG;BRAZOPOLIS;3;0;0;0;0;0;2;0;1;0;0;0;0;2;1;0;0;0;0;3
07/2009;MG;BRUMADINHO;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
04/2017;MG;BUENO BRANDAO;3;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;1;2;0
06/2010;MG;CABO VERDE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
06/2012;MG;CABO VERDE;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
01/2014;MG;CAETANOPOLIS;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
10/2009;MG;CAETANOPOLIS;1;1;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;1;0;1
08/2009;MG;CAETE;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
06/2014;MG;CALDAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;CALDAS;1;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;2
06/2014;MG;CAMANDUCAIA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2013;MG;CAMANDUCAIA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;CAMANDUCAIA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
06/2009;MG;CAMBUI;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
06/2013;MG;CAMBUI;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2009;MG;CAMBUI;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;1;0;0;1
08/2009;MG;CAMBUI;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
09/2009;MG;CAMBUI;2;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;2
10/2009;MG;CAMBUI;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
08/2018;MG;CAMPANHA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
08/2009;MG;CAMPESTRE;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;1;0;0;1
09/2009;MG;CAMPESTRE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2013;MG;CAMPESTRE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
01/2018;MG;CAMPO BELO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2014;MG;CAMPO BELO;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
03/2017;MG;CAMPO BELO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
04/2015;MG;CAMPO BELO;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2014;MG;CAMPO BELO;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2015;MG;CAMPO BELO;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2012;MG;CAMPO BELO;1;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
07/2014;MG;CAMPO BELO;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
07/2018;MG;CAMPO BELO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;CAMPO BELO;5;2;0;0;0;0;5;0;2;0;1;0;0;3;3;0;1;0;0;6
08/2018;MG;CAMPO BELO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;CAMPO BELO;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;2
09/2009;MG;CAMPO DO MEIO;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
03/2016;MG;CANA VERDE;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
08/2009;MG;CANAPOLIS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
09/2009;MG;CANAPOLIS;5;0;0;0;0;0;3;0;2;0;0;0;0;2;3;0;0;0;0;5
10/2009;MG;CANAPOLIS;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
08/2009;MG;CAPINOPOLIS;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
06/2009;MG;CAPITAO ANDRADE;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2015;MG;CARANDAI;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
07/2013;MG;CARANDAI;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
09/2009;MG;CARANDAI;1;0;1;0;0;0;0;0;2;0;0;0;0;0;2;0;0;2;0;0
07/2013;MG;CARANGOLA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
07/2018;MG;CARANGOLA;3;0;0;0;0;0;1;0;2;0;0;0;0;0;3;0;1;0;0;2
08/2012;MG;CARANGOLA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
08/2013;MG;CARANGOLA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2018;MG;CARANGOLA;1;0;0;1;0;0;1;0;1;0;0;0;0;0;2;0;1;0;0;1
09/2009;MG;CARANGOLA;4;0;0;1;0;1;4;0;2;0;0;0;0;4;2;0;5;0;0;1
09/2013;MG;CARANGOLA;2;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;1;0;1;0
10/2013;MG;CARANGOLA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2018;MG;CARATINGA;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;1;0;0;1
07/2009;MG;CARATINGA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2018;MG;CARATINGA;2;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;1;0;1;0
08/2009;MG;CARATINGA;2;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2;0;0;0
08/2013;MG;CARATINGA;1;1;0;1;0;0;2;0;1;0;0;1;0;1;1;0;3;0;0;0
09/2009;MG;CARATINGA;0;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;2;0;0;0
08/2013;MG;CARLOS CHAGAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2017;MG;CARMO DA CACHOEIRA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
10/2017;MG;CARMO DA CACHOEIRA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2009;MG;CARMO DO PARANAIBA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;CARMOPOLIS DE MINAS;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
05/2015;MG;CARRANCAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2018;MG;CARRANCAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2018;MG;CARRANCAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
11/2017;MG;CARRANCAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;CARVALHOS;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1
01/2011;MG;CATAGUASES;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2018;MG;CATAGUASES;2;0;0;1;0;0;2;0;1;0;0;1;0;0;2;0;3;0;0;0
06/2013;MG;CATAGUASES;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2017;MG;CATAGUASES;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;CATAGUASES;3;2;0;0;0;1;4;0;2;0;1;1;0;2;2;0;1;0;0;5
08/2018;MG;CATAGUASES;2;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
09/2009;MG;CATAGUASES;2;0;0;1;0;0;1;0;2;0;0;1;0;0;2;0;2;0;0;1
09/2010;MG;CATAGUASES;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
09/2013;MG;CATAGUASES;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
09/2018;MG;CATAGUASES;1;1;0;0;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
10/2013;MG;CATAGUASES;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
04/2018;MG;CAXAMBU;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
08/2009;MG;CENTRAL DE MINAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
08/2009;MG;CLAUDIO;2;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;1;0;0;1
09/2009;MG;CLAUDIO;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
05/2010;MG;CONCEICAO DA APARECIDA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
09/2009;MG;CONCEICAO DA APARECIDA;1;1;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2;0;0;0
08/2009;MG;CONCEICAO DO RIO VERDE;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2018;MG;CONCEICAO DOS OUROS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2009;MG;CONCEICAO DOS OUROS;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1
02/2017;MG;CONGONHAS;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
08/2009;MG;CONGONHAS;0;3;0;2;0;6;8;0;3;0;0;0;1;2;8;0;0;1;0;10
09/2009;MG;CONGONHAS;0;1;0;2;0;0;1;0;2;0;0;1;0;0;2;0;0;0;0;3
01/2014;MG;CONSELHEIRO LAFAIETE;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
02/2017;MG;CONSELHEIRO LAFAIETE;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2015;MG;CONSELHEIRO LAFAIETE;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2014;MG;CONSELHEIRO LAFAIETE;1;0;0;1;0;2;1;0;3;0;0;0;0;0;3;1;3;0;1;0
05/2017;MG;CONSELHEIRO LAFAIETE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2013;MG;CONSELHEIRO LAFAIETE;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2017;MG;CONSELHEIRO LAFAIETE;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2009;MG;CONSELHEIRO LAFAIETE;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2013;MG;CONSELHEIRO LAFAIETE;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2015;MG;CONSELHEIRO LAFAIETE;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
07/2017;MG;CONSELHEIRO LAFAIETE;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2018;MG;CONSELHEIRO LAFAIETE;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;CONSELHEIRO LAFAIETE;5;1;0;1;0;0;4;0;3;0;0;0;0;2;5;0;5;1;0;1
08/2010;MG;CONSELHEIRO LAFAIETE;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2015;MG;CONSELHEIRO LAFAIETE;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2017;MG;CONSELHEIRO LAFAIETE;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
09/2009;MG;CONSELHEIRO LAFAIETE;1;0;0;4;0;1;4;0;2;0;0;2;0;2;2;0;3;0;0;3
09/2013;MG;CONSELHEIRO LAFAIETE;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2013;MG;CONSELHEIRO LAFAIETE;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0
10/2017;MG;CONSELHEIRO LAFAIETE;1;1;0;0;0;0;0;0;2;0;0;0;0;0;2;0;1;0;1;0
12/2018;MG;CONSELHEIRO LAFAIETE;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
01/2012;MG;CONTAGEM;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
01/2014;MG;CONTAGEM;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
01/2015;MG;CONTAGEM;1;2;0;1;0;0;1;0;3;0;0;0;0;0;4;0;1;1;0;2
01/2017;MG;CONTAGEM;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
01/2018;MG;CONTAGEM;1;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
01/2019;MG;CONTAGEM;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
02/2014;MG;CONTAGEM;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
02/2017;MG;CONTAGEM;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0
03/2010;MG;CONTAGEM;1;0;0;0;0;1;0;0;2;0;0;0;0;0;2;0;2;0;0;0
03/2013;MG;CONTAGEM;0;0;0;0;0;2;1;0;1;0;0;0;0;0;2;0;2;0;0;0
03/2014;MG;CONTAGEM;1;1;0;2;0;0;2;0;2;0;0;0;0;1;3;0;3;0;1;0
03/2017;MG;CONTAGEM;4;0;0;1;0;0;2;0;3;0;0;0;0;1;4;0;2;0;3;0
04/2012;MG;CONTAGEM;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
04/2013;MG;CONTAGEM;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2014;MG;CONTAGEM;1;0;0;1;0;0;2;0;0;0;0;0;0;2;0;0;1;1;0;0
05/2009;MG;CONTAGEM;1;0;0;0;0;1;0;0;2;0;0;0;0;0;1;1;2;0;0;0
05/2010;MG;CONTAGEM;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0
05/2011;MG;CONTAGEM;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2012;MG;CONTAGEM;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0
05/2013;MG;CONTAGEM;0;0;0;0;0;3;1;0;2;0;0;0;0;1;2;0;2;0;1;0
05/2014;MG;CONTAGEM;2;0;0;1;0;0;1;0;2;0;0;0;0;1;2;0;3;0;0;0
05/2015;MG;CONTAGEM;1;0;0;3;0;1;2;0;3;0;0;0;0;1;4;0;4;0;1;0
05/2017;MG;CONTAGEM;6;0;0;1;0;0;4;0;3;0;0;0;0;2;5;0;3;2;2;0
05/2018;MG;CONTAGEM;0;1;0;3;0;2;2;0;4;0;0;0;0;1;4;1;2;1;2;1
06/2009;MG;CONTAGEM;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
06/2011;MG;CONTAGEM;1;0;0;1;0;0;2;0;0;0;0;0;0;1;1;0;1;0;0;1
06/2013;MG;CONTAGEM;6;0;0;6;0;5;6;0;11;0;0;0;0;2;13;2;12;2;2;1
06/2014;MG;CONTAGEM;0;0;0;1;0;1;0;0;2;0;0;0;0;0;2;0;2;0;0;0
06/2015;MG;CONTAGEM;0;0;0;4;0;1;3;0;2;0;0;0;0;1;3;1;2;0;3;0
06/2016;MG;CONTAGEM;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2017;MG;CONTAGEM;1;0;1;2;0;1;2;0;3;0;0;0;0;2;3;0;1;3;1;0
07/2010;MG;CONTAGEM;2;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;1
07/2011;MG;CONTAGEM;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0
07/2012;MG;CONTAGEM;0;1;0;1;0;3;2;0;3;0;1;0;0;1;3;0;2;3;0;0
07/2013;MG;CONTAGEM;6;0;0;3;0;4;4;0;9;0;0;0;0;2;9;2;6;0;6;1
07/2014;MG;CONTAGEM;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2015;MG;CONTAGEM;0;0;0;2;0;0;1;0;1;0;0;0;0;0;2;0;0;1;1;0
07/2017;MG;CONTAGEM;1;1;0;1;0;0;1;0;2;0;0;0;0;1;2;0;2;0;1;0
07/2018;MG;CONTAGEM;0;1;0;1;0;1;1;0;2;0;0;0;0;1;2;0;1;0;2;0
08/2009;MG;CONTAGEM;1;1;0;5;0;5;8;0;4;0;0;0;0;3;6;3;3;9;0;0
08/2010;MG;CONTAGEM;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
08/2011;MG;CONTAGEM;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2012;MG;CONTAGEM;1;0;0;1;0;2;1;0;3;0;0;0;0;0;4;0;4;0;0;0
08/2013;MG;CONTAGEM;6;4;0;1;0;4;8;0;7;0;0;0;0;3;8;4;12;0;3;0
08/2014;MG;CONTAGEM;0;0;0;4;0;2;4;0;2;0;0;0;0;3;2;1;4;0;2;0
08/2015;MG;CONTAGEM;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
08/2017;MG;CONTAGEM;2;1;0;1;0;0;1;0;3;0;0;0;0;0;4;0;0;0;4;0
08/2018;MG;CONTAGEM;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
09/2009;MG;CONTAGEM;6;1;0;1;0;7;8;0;7;0;0;1;0;3;9;2;5;9;0;1
09/2012;MG;CONTAGEM;2;1;0;0;0;0;2;0;1;0;0;0;0;1;1;1;2;1;0;0
09/2013;MG;CONTAGEM;3;0;1;5;0;1;5;0;5;0;0;0;0;3;5;2;10;0;0;0
09/2014;MG;CONTAGEM;3;2;0;1;0;0;2;0;4;0;0;0;0;1;4;1;5;0;1;0
09/2017;MG;CONTAGEM;1;0;0;2;0;0;3;0;0;0;0;0;0;2;1;0;1;0;2;0
10/2012;MG;CONTAGEM;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0
10/2013;MG;CONTAGEM;1;0;0;1;0;6;4;0;4;0;0;0;0;3;4;1;7;1;0;0
10/2014;MG;CONTAGEM;0;2;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;1;1;0
10/2015;MG;CONTAGEM;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
11/2011;MG;CONTAGEM;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
11/2012;MG;CONTAGEM;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
11/2013;MG;CONTAGEM;0;0;0;0;0;3;2;0;1;0;0;0;0;1;1;1;3;0;0;0
11/2014;MG;CONTAGEM;2;0;0;1;0;1;4;0;0;0;0;0;0;1;1;2;2;2;0;0
11/2017;MG;CONTAGEM;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
11/2018;MG;CONTAGEM;2;0;0;1;0;1;2;0;2;0;0;0;0;2;2;0;0;0;4;0
12/2013;MG;CONTAGEM;0;0;0;1;0;2;0;0;3;0;0;0;0;0;3;0;3;0;0;0
12/2014;MG;CONTAGEM;0;0;0;2;0;0;2;0;0;0;0;0;0;1;1;0;1;0;1;0
